property_id,transaction_log_id,id,address,neighborhood,bedrooms,bathrooms,sqft,source,origin_url,created_at,updated_at,latitude,longitude,elevation,lookup_address,id_1,price,transaction_status,date_listed,date_closed,days_on_market,created_at_1,updated_at_1,property_id_1,transaction_type
143,143,143,88 King Street #106,San Francisco (South Beach),2,2,1293,climbsf_rented,http://www.climbsf.com/for-rent/88-king-st-106/,2015-08-23 20:28:48,2015-08-23 20:28:48,37.7807,-122.389,3.99835,"88 King Street #106, San Francisco (South Beach)",143,4750,closed,,2014-03-25,,2015-08-23 20:29:15,2015-08-23 20:29:15,143,rental
144,144,144,388 Townsend Street #4,San Francisco (SOMA),1,2,940,climbsf_rented,http://www.climbsf.com/for-rent/388-townsend-st-4/,2015-08-23 20:28:48,2015-08-23 20:28:48,37.7759,-122.397,2.76722,"388 Townsend Street #4, San Francisco (SOMA)",144,3700,closed,,2014-03-25,,2015-08-23 20:29:15,2015-08-23 20:29:15,144,rental
145,145,145,325 Berry Street #502,San Francisco (Mission Bay),2,2,1514,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-502/,2015-08-23 20:28:48,2015-08-23 20:28:48,37.7736,-122.396,2.45283,"325 Berry Street #502, San Francisco (Mission Bay)",145,5900,closed,,2014-03-25,,2015-08-23 20:29:15,2015-08-23 20:29:15,145,rental
146,146,146,50 Lansing St. #406,San Francisco (Rincon Hill),2,2,1066,climbsf_rented,http://www.climbsf.com/for-rent/50-lansing-st-406/,2015-08-23 20:28:48,2015-08-23 20:28:48,37.786,-122.394,27.3115,"50 Lansing St. #406, San Francisco (Rincon Hill)",146,4200,closed,,2014-04-01,,2015-08-23 20:29:15,2015-08-23 20:29:15,146,rental
147,147,147,260 King Street #479,San Francisco (Mission Bay),2,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-479/,2015-08-23 20:28:48,2015-08-28 15:31:23,37.7774,-122.394,4.2732,"260 King Street #479, San Francisco (Mission Bay)",147,4250,closed,,2014-04-03,,2015-08-23 20:29:15,2015-08-23 20:29:15,147,rental
148,148,148,225 Grandview Avenue,San Francisco (Noe Valley),3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/225-grand-view-ave/,2015-08-23 20:28:48,2015-08-28 15:31:24,37.7547,-122.441,119.374,"225 Grandview Avenue, San Francisco (Noe Valley)",148,9500,closed,,2014-04-09,,2015-08-23 20:29:16,2015-08-23 20:29:16,148,rental
149,149,149,301 Main Street #3B,San Francisco (South Beach),2,2,1820,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-3b/,2015-08-23 20:28:48,2015-08-28 15:31:25,37.7894,-122.391,4.83899e-05,"301 Main Street #3B, San Francisco (South Beach)",149,5975,closed,,2014-04-09,,2015-08-23 20:29:16,2015-08-23 20:29:16,149,rental
150,150,150,814 Hayes Street #2,San Francisco (Hayes Valley),3,2,1200,climbsf_rented,http://www.climbsf.com/for-rent/814-hayes-st-2/,2015-08-23 20:28:48,2015-08-28 15:31:25,37.7762,-122.43,42.1639,"814 Hayes Street #2, San Francisco (Hayes Valley)",150,5000,closed,,2014-04-09,,2015-08-23 20:29:16,2015-08-23 20:29:16,150,rental
151,151,151,301 Main Street #4G,San Francisco (South Beach),2,2,1407,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-4g/,2015-08-23 20:28:48,2015-08-28 15:31:26,37.7894,-122.391,4.83899e-05,"301 Main Street #4G, San Francisco (South Beach)",151,4800,closed,,2014-04-09,,2015-08-23 20:29:16,2015-08-23 20:29:16,151,rental
152,152,152,1325 Indiana Street #308,San Francisco (Potrero Hill),1,2,943,climbsf_rented,http://www.climbsf.com/for-rent/1325-indiana-st-308/,2015-08-23 20:28:48,2015-08-28 15:31:26,37.7537,-122.39,7.02249,"1325 Indiana Street #308, San Francisco (Potrero Hill)",152,3500,closed,,2014-04-15,,2015-08-23 20:29:16,2015-08-23 20:29:16,152,rental
153,153,153,1160 Mission Street #2303,San Francisco (SOMA),1,1,745,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-2303/,2015-08-23 20:28:48,2015-08-28 15:31:27,37.7784,-122.412,12.0417,"1160 Mission Street #2303, San Francisco (SOMA)",153,3600,closed,,2014-04-15,,2015-08-23 20:29:16,2015-08-23 20:29:16,153,rental
154,154,154,74 New Montgomery Street #416,San Francisco (Yerba Buena),2,2,1123,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-416/,2015-08-23 20:28:48,2015-08-28 15:31:28,37.7875,-122.401,7.64144,"74 New Montgomery Street #416, San Francisco (Yerba Buena)",154,4500,closed,,2014-04-22,,2015-08-23 20:29:16,2015-08-23 20:29:16,154,rental
155,155,155,301 Main Street #14F,San Francisco (South Beach),2,2,1307,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-14f/,2015-08-23 20:28:48,2015-08-28 15:31:28,37.7894,-122.391,4.83899e-05,"301 Main Street #14F, San Francisco (South Beach)",155,5950,closed,,2014-04-22,,2015-08-23 20:29:16,2015-08-23 20:29:16,155,rental
156,156,156,155 Wood Street #155,San Francisco (Lone Mountain),3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/155-wood-st-155/,2015-08-23 20:28:48,2015-08-28 15:31:29,37.7815,-122.449,83.0102,"155 Wood Street #155, San Francisco (Lone Mountain)",156,4200,closed,,2014-04-25,,2015-08-23 20:29:16,2015-08-23 20:29:16,156,rental
157,157,157,260 King Street #907,San Francisco (Mission Bay),1,1,896,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-907/,2015-08-23 20:28:48,2015-08-28 15:31:30,37.7774,-122.394,4.2732,"260 King Street #907, San Francisco (Mission Bay)",157,3650,closed,,2014-04-28,,2015-08-23 20:29:16,2015-08-23 20:29:16,157,rental
158,158,158,1328 Mission Street #5,San Francisco (SOMA),1,1,1145,climbsf_rented,http://www.climbsf.com/for-rent/1328-mission-st-5/,2015-08-23 20:28:48,2015-08-28 15:31:30,37.7761,-122.415,15.0464,"1328 Mission Street #5, San Francisco (SOMA)",158,3600,closed,,2014-05-06,,2015-08-23 20:29:16,2015-08-23 20:29:16,158,rental
159,159,159,400 Beale Street #1312,San Francisco (South Beach),2,2,1075,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-1312/,2015-08-23 20:28:48,2015-08-28 15:31:31,37.7871,-122.391,7.36737,"400 Beale Street #1312, San Francisco (South Beach)",159,3975,closed,,2014-05-12,,2015-08-23 20:29:16,2015-08-23 20:29:16,159,rental
160,160,160,250 King Street #553,San Francisco (Mission Bay),0,1,556,climbsf_rented,http://www.climbsf.com/for-rent/250-king-st-553/,2015-08-23 20:28:48,2015-08-28 15:31:31,37.7782,-122.393,5.82981,"250 King Street #553, San Francisco (Mission Bay)",160,2975,closed,,2014-05-13,,2015-08-23 20:29:16,2015-08-23 20:29:16,160,rental
161,161,161,8 Buchanan Street #600,San Francisco (Hayes Valley),2,1,881,climbsf_rented,http://www.climbsf.com/for-rent/8-buchanan-st-600/,2015-08-23 20:28:49,2015-08-28 15:31:32,37.7697,-122.427,35.6563,"8 Buchanan Street #600, San Francisco (Hayes Valley)",161,4000,closed,,2014-05-13,,2015-08-23 20:29:16,2015-08-23 20:29:16,161,rental
162,162,162,240 Lombard Street #435,San Francisco (North Waterfront),0,1,477,climbsf_rented,http://www.climbsf.com/for-rent/240-lombard-st-435/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.8041,-122.405,5.97081,"240 Lombard Street #435, San Francisco ",162,2500,closed,,2014-05-20,,2015-08-23 20:29:16,2015-08-23 20:29:16,162,rental
163,163,163,306 Eureka Street,San Francisco (Eureka Valley-Dolores Heights),1,1,756,climbsf_rented,http://www.climbsf.com/for-rent/306-eureka-st/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.7572,-122.438,83.7298,"306 Eureka Street, San Francisco (Eureka Valley-Dolores Heights)",163,3250,closed,,2014-05-20,,2015-08-23 20:29:16,2015-08-23 20:29:16,163,rental
164,164,164,400 Beale Street #706,San Francisco (South Beach),2,1,1038,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-706/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.7871,-122.391,7.36737,"400 Beale Street #706, San Francisco (South Beach)",164,3825,closed,,2014-05-20,,2015-08-23 20:29:16,2015-08-23 20:29:16,164,rental
165,165,165,501 Crescent Way #5107,San Francisco (Candlestick Point),2,2,1057,climbsf_rented,http://www.climbsf.com/for-rent/501-crescent-way-5107/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.735,-122.416,48.1922,"501 Crescent Way #5107, San Francisco ",165,2800,closed,,2014-06-02,,2015-08-23 20:29:16,2015-08-23 20:29:16,165,rental
166,166,166,767 Bryant Street #403,San Francisco (SOMA),2,2,1951,climbsf_rented,http://www.climbsf.com/for-rent/767-bryant-st-403/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.7764,-122.402,2.6443,"767 Bryant Street #403, San Francisco (SOMA)",166,5800,closed,,2014-06-02,,2015-08-23 20:29:16,2015-08-23 20:29:16,166,rental
167,167,167,330 Mississippi Street,San Francisco (Potrero Hill),3,2,1735,climbsf_rented,http://www.climbsf.com/for-rent/330-mississippi-st/,2015-08-23 20:28:49,2015-08-23 20:28:49,37.7621,-122.395,38.7995,"330 Mississippi Street, San Francisco (Potrero Hill)",167,5900,closed,,2014-06-04,,2015-08-23 20:29:16,2015-08-23 20:29:16,167,rental
168,168,168,101 Marina Boulevard,San Francisco (Marina),3,3,3000,climbsf_rented,http://www.climbsf.com/for-rent/101-marina-blvd/,2015-08-23 20:28:50,2015-08-23 20:28:50,37.805,-122.434,6.16826,"101 Marina Boulevard, San Francisco (Marina)",168,9800,closed,,2014-06-11,,2015-08-23 20:29:16,2015-08-23 20:29:16,168,rental
169,169,169,229 Brannan Street #17C,San Francisco (South Beach),2,2,1387,climbsf_rented,http://www.climbsf.com/for-rent/229-brannan-st-17c/,2015-08-23 20:28:50,2015-08-23 20:28:50,37.7826,-122.39,6.83539,"229 Brannan Street #17C, San Francisco (South Beach)",169,5900,closed,,2014-06-11,,2015-08-23 20:29:16,2015-08-23 20:29:16,169,rental
170,170,170,338 Spear Street #35C,San Francisco (South Beach),3,3,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-35c/,2015-08-23 20:28:50,2015-08-23 20:28:50,37.7894,-122.391,0.0,"338 Spear Street #35C, San Francisco (South Beach)",170,7800,closed,,2014-06-12,,2015-08-23 20:29:17,2015-08-23 20:29:17,170,rental
171,171,171,1661 18th Street,San Francisco (Potrero Hill),2,2,1050,climbsf_rented,http://www.climbsf.com/for-rent/1661-18th-st/,2015-08-23 20:28:50,2015-08-23 20:28:50,37.7623,-122.399,10.7957,"1661 18th Street, San Francisco (Potrero Hill)",171,4400,closed,,2014-06-17,,2015-08-23 20:29:17,2015-08-23 20:29:17,171,rental
172,172,172,425 1st Street #4404,San Francisco (Rincon Hill),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-4404/,2015-08-23 20:28:50,2015-08-28 15:31:33,37.7858,-122.392,31.017,"425 1st Street #4404, San Francisco (Rincon Hill)",172,3750,closed,,2014-06-17,,2015-08-23 20:29:17,2015-08-23 20:29:17,172,rental
173,173,173,2 Mint Plaza #203,San Francisco (SOMA),0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/2-mint-plaza-203/,2015-08-23 20:28:50,2015-08-28 15:31:33,37.7831,-122.408,9.74853,"2 Mint Plaza #203, San Francisco (SOMA)",173,2775,closed,,2014-06-20,,2015-08-23 20:29:17,2015-08-23 20:29:17,173,rental
174,174,174,425 First Street #3807,San Francisco (South Beach),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3807/,2015-08-23 20:28:50,2015-08-28 15:31:34,37.7858,-122.392,31.017,"425 First Street #3807, San Francisco (South Beach)",174,4200,closed,,2014-06-20,,2015-08-23 20:29:17,2015-08-23 20:29:17,174,rental
175,175,175,301 Mission Street #14D,San Francisco (South Beach),1,1,789,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-14d/,2015-08-23 20:28:50,2015-08-28 15:31:35,37.7905,-122.396,0.0,"301 Mission Street #14D, San Francisco (South Beach)",175,2950,closed,,2014-06-20,,2015-08-23 20:29:17,2015-08-23 20:29:17,175,rental
176,176,176,555 Fourth Street #928,San Francisco (South Beach),1,1,694,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-928/,2015-08-23 20:28:50,2015-08-28 15:31:35,37.7791,-122.397,3.09988,"555 Fourth Street #928, San Francisco (South Beach)",176,3500,closed,,2014-06-21,,2015-08-23 20:29:17,2015-08-23 20:29:17,176,rental
177,177,177,181 O'Farrell Street #502,San Francisco (Downtown San Francisco),1,1,1499,climbsf_rented,http://www.climbsf.com/for-rent/181-ofarrell-st-502/,2015-08-23 20:28:50,2015-08-28 15:31:36,37.7863,-122.408,15.3914,"181 O'Farrell Street #502, San Francisco (Downtown San Francisco)",177,4000,closed,,2014-06-24,,2015-08-23 20:29:17,2015-08-23 20:29:17,177,rental
178,178,178,1945 Jackson Street,San Francisco (Pacific Heights),3,1,1643,climbsf_rented,http://www.climbsf.com/for-rent/1945-jackson-st/,2015-08-23 20:28:50,2015-08-28 15:31:36,37.7931,-122.427,90.9586,"1945 Jackson Street, San Francisco (Pacific Heights)",178,5975,closed,,2014-06-30,,2015-08-23 20:29:17,2015-08-23 20:29:17,178,rental
179,179,179,325 Berry Street #710,San Francisco (Mission Bay),1,1,1112,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-710/,2015-08-23 20:28:50,2015-08-28 15:31:37,37.7736,-122.396,2.45283,"325 Berry Street #710, San Francisco (Mission Bay)",179,3600,closed,,2014-07-01,,2015-08-23 20:29:17,2015-08-23 20:29:17,179,rental
180,180,180,1047 Mississippi Street #7,San Francisco (Potrero Hill),1,1,890,climbsf_rented,http://www.climbsf.com/for-rent/1047-mississippi-st-7/,2015-08-23 20:28:50,2015-08-28 15:31:38,37.7532,-122.393,28.8087,"1047 Mississippi Street #7, San Francisco (Potrero Hill)",180,3450,closed,,2014-07-02,,2015-08-23 20:29:17,2015-08-23 20:29:17,180,rental
181,181,181,1782 Quint Street,San Francisco (Portola),3,2,1270,climbsf_rented,http://www.climbsf.com/for-rent/1782-quint-st/,2015-08-23 20:28:50,2015-08-28 15:31:38,37.7349,-122.399,60.0281,"1782 Quint Street, San Francisco (Portola)",181,3600,closed,,2014-07-07,,2015-08-23 20:29:17,2015-08-23 20:29:17,181,rental
182,182,182,935 Union Street,San Francisco (Russian Hill),2,3,1600,climbsf_rented,http://www.climbsf.com/for-rent/935-union-st/,2015-08-23 20:28:50,2015-08-28 15:31:39,37.7997,-122.415,56.3208,"935 Union Street, San Francisco (Russian Hill)",182,5450,closed,,2014-07-14,,2015-08-23 20:29:17,2015-08-23 20:29:17,182,rental
183,183,183,461 2nd St. #557T,San Francisco (South Beach),1,1,1812,climbsf_rented,http://www.climbsf.com/for-rent/461-2nd-st-557t/,2015-08-23 20:28:51,2015-08-28 15:31:39,37.7838,-122.394,17.879,"461 2nd St. #557T, San Francisco (South Beach)",183,6750,closed,,2014-07-14,,2015-08-23 20:29:17,2015-08-23 20:29:17,183,rental
184,184,184,1839 Jefferson Street,San Francisco (Marina),2,2,1460,climbsf_rented,http://www.climbsf.com/for-rent/1839-jefferson-st/,2015-08-23 20:28:51,2015-08-28 15:31:40,37.8048,-122.443,5.30748,"1839 Jefferson Street, San Francisco (Marina)",184,6400,closed,,2014-07-14,,2015-08-23 20:29:17,2015-08-23 20:29:17,184,rental
185,185,185,1788 Clay Street #701,San Francisco (Nob Hill),1,1,754,climbsf_rented,http://www.climbsf.com/for-rent/1788-clay-st-701/,2015-08-23 20:28:51,2015-08-23 20:28:51,37.7925,-122.422,60.4305,"1788 Clay Street #701, San Francisco (Nob Hill)",185,3900,closed,,2014-07-15,,2015-08-23 20:29:17,2015-08-23 20:29:17,185,rental
186,186,186,338 Spear Street #17G,San Francisco (South Beach),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-17g/,2015-08-23 20:28:51,2015-08-23 20:28:51,37.7894,-122.391,0.0,"338 Spear Street #17G, San Francisco (South Beach)",186,3650,closed,,2014-07-21,,2015-08-23 20:29:17,2015-08-23 20:29:17,186,rental
187,187,187,217 Theresa Street,San Francisco (Mission Terrace),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/217-theresa-st/,2015-08-23 20:28:51,2015-08-23 20:28:51,37.7296,-122.436,40.1391,"217 Theresa Street, San Francisco (Mission Terrace)",187,0,closed,,2014-07-28,,2015-08-23 20:29:17,2015-08-23 20:29:17,187,rental
188,188,188,717 San Bruno Avenue,San Francisco (Potrero Hill),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/717-san-bruno-ave/,2015-08-23 20:28:51,2015-08-23 20:28:51,37.7603,-122.405,66.2858,"717 San Bruno Avenue, San Francisco (Potrero Hill)",188,3800,closed,,2014-07-28,,2015-08-23 20:29:17,2015-08-23 20:29:17,188,rental
189,189,189,451 Kansas Street #362,San Francisco (Potrero Hill),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-362/,2015-08-23 20:28:51,2015-08-23 20:28:51,37.7639,-122.403,21.4412,"451 Kansas Street #362, San Francisco (Potrero Hill)",189,3750,closed,,2014-08-01,,2015-08-23 20:29:17,2015-08-23 20:29:17,189,rental
190,190,190,425 1st Street #3205,San Francisco (Rincon Hill),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3205/,2015-08-23 20:28:51,2015-08-23 20:28:51,37.7858,-122.392,31.017,"425 1st Street #3205, San Francisco (Rincon Hill)",190,3700,closed,,2014-08-08,,2015-08-23 20:29:17,2015-08-23 20:29:17,190,rental
191,191,191,420 Mission Bay Boulevard North #308,San Francisco (Mission Bay),2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/420-mission-bay-blvd-n-308/,2015-08-23 20:28:52,2015-08-23 20:28:52,37.7712,-122.388,2.25164,"420 Mission Bay Boulevard North #308, San Francisco (Mission Bay)",191,4975,closed,,2014-08-08,,2015-08-23 20:29:18,2015-08-23 20:29:18,191,rental
192,192,192,1735 Beach Street,San Francisco (Marina),2,2,2200,climbsf_rented,http://www.climbsf.com/for-rent/1735-beach-st/,2015-08-23 20:28:52,2015-08-23 20:28:52,37.804,-122.438,7.70247,"1735 Beach Street, San Francisco (Marina)",192,7400,closed,,2014-08-11,,2015-08-23 20:29:18,2015-08-23 20:29:18,192,rental
193,193,193,555 4th Street #930,San Francisco (South Beach),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-930/,2015-08-23 20:28:52,2015-08-23 20:28:52,37.7791,-122.397,3.09988,"555 4th Street #930, San Francisco (South Beach)",193,3475,closed,,2014-08-12,,2015-08-23 20:29:18,2015-08-23 20:29:18,193,rental
194,194,194,136 Cole Street,San Francisco (North Panhandle),2,1,1100,climbsf_rented,http://www.climbsf.com/for-rent/136-cole-st/,2015-08-23 20:28:52,2015-08-23 20:28:52,37.7737,-122.451,83.7907,"136 Cole Street, San Francisco (North Panhandle)",194,4450,closed,,2014-08-12,,2015-08-23 20:29:18,2015-08-23 20:29:18,194,rental
195,195,195,163 Liberty Street,San Francisco (Noe Valley),3,2,2060,climbsf_rented,http://www.climbsf.com/for-rent/163-liberty-st/,2015-08-23 20:28:52,2015-08-28 15:31:41,37.7571,-122.425,41.2734,"163 Liberty Street, San Francisco (Noe Valley)",195,7500,closed,,2014-08-12,,2015-08-23 20:29:18,2015-08-23 20:29:18,195,rental
196,196,196,451 Kansas Street #436,San Francisco (Potrero Hill),0,1,436,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-436/,2015-08-23 20:28:52,2015-08-28 15:31:41,37.7639,-122.403,21.4412,"451 Kansas Street #436, San Francisco (Potrero Hill)",196,2700,closed,,2014-08-12,,2015-08-23 20:29:18,2015-08-23 20:29:18,196,rental
197,197,197,250 King Street #604,San Francisco (Mission Bay),1,1,587,climbsf_rented,http://www.climbsf.com/for-rent/250-king-st-604/,2015-08-23 20:28:52,2015-08-28 15:31:42,37.7782,-122.393,5.82981,"250 King Street #604, San Francisco (Mission Bay)",197,2975,closed,,2014-08-13,,2015-08-23 20:29:18,2015-08-23 20:29:18,197,rental
198,198,198,1310 Minnesota Street #203,San Francisco (Central Waterfront),1,2,0,climbsf_rented,http://www.climbsf.com/for-rent/1310-minnesota-st-203/,2015-08-23 20:28:52,2015-08-28 15:31:42,37.7537,-122.39,6.36523,"1310 Minnesota Street #203, San Francisco (Central Waterfront)",198,3300,closed,,2014-08-19,,2015-08-23 20:29:18,2015-08-23 20:29:18,198,rental
199,199,199,1515 15th Street,San Francisco (Inner Mission),0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/1515-15th-st/,2015-08-23 20:28:52,2015-08-28 15:31:43,37.7666,-122.418,6.28037,"1515 15th Street, San Francisco ",199,3000,closed,,2014-08-19,,2015-08-23 20:29:18,2015-08-23 20:29:18,199,rental
200,200,200,1737 Beach Street,San Francisco (Marina),3,3,0,climbsf_rented,http://www.climbsf.com/for-rent/1737-beach-st/,2015-08-23 20:28:52,2015-08-28 15:31:44,37.8042,-122.438,6.6914,"1737 Beach Street, San Francisco (Marina)",200,8500,closed,,2014-08-19,,2015-08-23 20:29:18,2015-08-23 20:29:18,200,rental
201,201,201,50 Lansing Street #305,San Francisco (South Beach),2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/50-lansing-st-305/,2015-08-23 20:28:52,2015-08-28 15:31:44,37.786,-122.394,27.3115,"50 Lansing Street #305, San Francisco (South Beach)",201,4175,closed,,2014-08-19,,2015-08-23 20:29:18,2015-08-23 20:29:18,201,rental
202,202,202,863 Indiana Street,San Francisco (Central Waterfront),1,1,835,climbsf_rented,http://www.climbsf.com/for-rent/863-indiana-st/,2015-08-23 20:28:52,2015-08-28 15:31:45,37.7597,-122.391,13.8344,"863 Indiana Street, San Francisco (Central Waterfront)",202,3800,closed,,2014-08-28,,2015-08-23 20:29:18,2015-08-23 20:29:18,202,rental
203,203,203,750 Van Ness Avenue #203,San Francisco (Van Ness-Civic Center),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/750-van-ness-ave-203/,2015-08-23 20:28:52,2015-08-28 15:31:45,37.7824,-122.42,28.6855,"750 Van Ness Avenue #203, San Francisco ",203,3100,closed,,2014-09-09,,2015-08-23 20:29:18,2015-08-23 20:29:18,203,rental
204,204,204,3664 19th Street,San Francisco (Mission Dolores),2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/3664-19th-st/,2015-08-23 20:28:52,2015-08-28 15:31:46,37.7601,-122.425,12.8498,"3664 19th Street, San Francisco (Mission Dolores)",204,4800,closed,,2014-09-09,,2015-08-23 20:29:18,2015-08-23 20:29:18,204,rental
205,205,205,301 Main Street #4F,San Francisco (South Beach),1,1,804,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-4f/,2015-08-23 20:28:52,2015-08-28 15:31:47,37.7894,-122.391,4.83899e-05,"301 Main Street #4F, San Francisco (South Beach)",205,3575,closed,,2014-09-09,,2015-08-23 20:29:18,2015-08-23 20:29:18,205,rental
206,206,206,301 Main Street #5C,San Francisco (South Beach),2,2,1780,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-5c/,2015-08-23 20:28:53,2015-08-28 15:31:47,37.7894,-122.391,4.83899e-05,"301 Main Street #5C, San Francisco (South Beach)",206,7000,closed,,2014-09-17,,2015-08-23 20:29:18,2015-08-23 20:29:18,206,rental
207,207,207,205 Beacon Street,San Francisco (Glen Park),4,3,2200,climbsf_rented,http://www.climbsf.com/for-rent/205-beacon-st/,2015-08-23 20:28:53,2015-08-28 15:31:48,37.7397,-122.432,137.914,"205 Beacon Street, San Francisco (Glen Park)",207,6000,closed,,2014-09-17,,2015-08-23 20:29:18,2015-08-23 20:29:18,207,rental
208,208,208,2560 Vallejo Street,San Francisco (Pacific Heights),3,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/2560-vallejo-st/,2015-08-23 20:28:53,2015-08-23 20:28:53,37.795,-122.439,63.2159,"2560 Vallejo Street, San Francisco (Pacific Heights)",208,7050,closed,,2014-09-24,,2015-08-23 20:29:18,2015-08-23 20:29:18,208,rental
209,209,209,1260 Clay Street #208,San Francisco (Nob Hill),1,1,610,climbsf_rented,http://www.climbsf.com/for-rent/1260-clay-st-208/,2015-08-23 20:28:53,2015-08-23 20:28:53,37.7935,-122.414,98.2581,"1260 Clay Street #208, San Francisco (Nob Hill)",209,3600,closed,,2014-09-24,,2015-08-23 20:29:18,2015-08-23 20:29:18,209,rental
210,210,210,1001 Pine Street #1204,San Francisco (Nob Hill),1,1,616,climbsf_rented,http://www.climbsf.com/for-rent/1001-pine-st-1204/,2015-08-23 20:28:53,2015-08-23 20:28:53,37.7903,-122.413,67.5895,"1001 Pine Street #1204, San Francisco (Nob Hill)",210,0,closed,,2014-09-24,,2015-08-23 20:29:18,2015-08-23 20:29:18,210,rental
211,211,211,234 Grand View Avenue,San Francisco (Noe Valley),3,2,1682,climbsf_rented,http://www.climbsf.com/for-rent/234-grand-view-ave/,2015-08-23 20:28:53,2015-08-23 20:28:53,37.7545,-122.441,131.494,"234 Grand View Avenue, San Francisco (Noe Valley)",211,7300,closed,,2014-09-26,,2015-08-23 20:29:18,2015-08-23 20:29:18,211,rental
212,212,212,5800 Third Street #1109,San Francisco (Bayview),3,3,1500,climbsf_rented,http://www.climbsf.com/for-rent/5800-3rd-st-1109/,2015-08-23 20:28:53,2015-08-23 20:28:53,37.7253,-122.395,7.88801,"5800 Third Street #1109, San Francisco (Bayview)",212,4500,closed,,2014-09-30,,2015-08-23 20:29:18,2015-08-23 20:29:18,212,rental
213,213,213,338 Spear Street #39E,San Francisco (South Beach),3,2,1582,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-39e/,2015-08-23 20:28:53,2015-08-23 20:28:53,37.7894,-122.391,0.0,"338 Spear Street #39E, San Francisco (South Beach)",213,7975,closed,,2014-09-30,,2015-08-23 20:29:19,2015-08-23 20:29:19,213,rental
214,214,214,425 First Street #3307,San Francisco (Rincon Hill),1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3307/,2015-08-23 20:28:54,2015-08-23 20:28:54,37.7858,-122.392,31.017,"425 First Street #3307, San Francisco (Rincon Hill)",214,4500,closed,,2014-10-01,,2015-08-23 20:29:19,2015-08-23 20:29:19,214,rental
215,215,215,200 Townsend Street #47,San Francisco (South Beach),1,2,734,climbsf_rented,http://www.climbsf.com/for-rent/200-townsend-st-47/,2015-08-23 20:28:54,2015-08-23 20:28:54,37.7814,-122.39,3.47041,"200 Townsend Street #47, San Francisco (South Beach)",215,3700,closed,,2014-10-01,,2015-08-23 20:29:19,2015-08-23 20:29:19,215,rental
216,216,216,260 King Street #605,San Francisco (Mission Bay),2,2,1488,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-605/,2015-08-23 20:28:54,2015-08-23 20:28:54,37.7774,-122.394,4.2732,"260 King Street #605, San Francisco (Mission Bay)",216,4600,closed,,2014-10-02,,2015-08-23 20:29:19,2015-08-23 20:29:19,216,rental
217,217,217,2125 Bryant Street #303,San Francisco (Inner Mission),1,1,730,climbsf_rented,http://www.climbsf.com/for-rent/2125-bryant-st-303/,2015-08-23 20:28:54,2015-08-23 20:28:54,37.7593,-122.41,6.89281,"2125 Bryant Street #303, San Francisco ",217,3450,closed,,2014-10-08,,2015-08-23 20:29:19,2015-08-23 20:29:19,217,rental
